SMILES,He,H2,N2,O2,CO2,CH4,URL,
*/C(=C(\*)c1ccc2c(c1)Cc1ccccc1-2)c1ccc([Si](C)(C)C)cc1,1300,3100,950,1650,6450,2000,http://dx.doi.org/10.1021/ma035993a,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)Cc1ccccc1-2)c1ccccc1,1600,3650,1300,2150,8500,2400,http://dx.doi.org/10.1021/ma035993a,MSA Membrane Database
*/C(=C(\*)c1ccc2c(ccc3ccccc32)c1)c1ccc([Si](C)(C)C)cc1,450,900,190,460,2100,500,http://dx.doi.org/10.1021/ma035993a,MSA Membrane Database
*/C(=C(\*)c1ccc2c(ccc3ccccc32)c1)c1ccccc1,1150,2500,650,1300,5300,1450,http://dx.doi.org/10.1021/ma035993a,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccccc1,3200,8100,3300,4800,17000,9100,http://www.sciencedirect.com/science/article/pii/S0032386109005552,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(F)cc1,4600,11000,4700,6200,21000,11000,http://www.sciencedirect.com/science/article/pii/S0032386109005552,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1cccc(F)c1,4100,9900,4200,5900,18000,11000,http://www.sciencedirect.com/science/article/pii/S0032386109005552,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(F)c(F)c1,5000,11000,5100,6600,26000,12000,http://www.sciencedirect.com/science/article/pii/S0032386109005552,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1cc(F)cc(F)c1,2100,5000,1700,2700,9200,4200,http://www.sciencedirect.com/science/article/pii/S0032386109005552,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(Br)cc1,3400,8700,3500,5000,17000,9300,http://www.sciencedirect.com/science/article/pii/S0032386109005552,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(C(C)(C)C)cc1,2700,6300,2500,3500,11000,6600,http://www.sciencedirect.com/science/article/pii/S0032386109005552,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc([Si](C)(C)C)cc1,520,1100,210,470,1900,550,http://www.sciencedirect.com/science/article/pii/S0032386109005552,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1cc(Br)ccc1-2)c1ccccc1,1500,3700,1100,2000,8000,3000,http://www.sciencedirect.com/science/article/pii/S0032386109005552,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1cc([Si](C)(C)C)ccc1-2)c1ccccc1,3400,8500,3400,5400,18000,10000,http://www.sciencedirect.com/science/article/pii/S0032386109005552,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccccc1,600,1400,400,660,3200,810,http://www.sciencedirect.com/science/article/pii/S0032386109005552,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccc([Si](C)(C)C)cc1,840,1900,540,1000,4100,1500,http://www.sciencedirect.com/science/article/pii/S0032386109005552,MSA Membrane Database
*/C(=C(\*)c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccccc1,,,11,34,170,,http://www.sciencedirect.com/science/article/pii/S0032386110000510,MSA Membrane Database
*/C(=C(\*)c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccc(C(C)C)cc1,,,9.1,29,120,,http://www.sciencedirect.com/science/article/pii/S0032386110000510,MSA Membrane Database
*/C(=C(\*)c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccc(C(C)(C)C)cc1,,,7.5,26,100,,http://www.sciencedirect.com/science/article/pii/S0032386110000510,MSA Membrane Database
*/C(=C(\*)c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccc(CCCC)cc1,,,7.9,25,110,,http://www.sciencedirect.com/science/article/pii/S0032386110000510,MSA Membrane Database
*/C(=C(\*)c1ccccc1)c1ccccc1,,,740,1200,4200,,http://www.sciencedirect.com/science/article/pii/S0032386110000510,MSA Membrane Database
*/C(=C(\*)c1ccc(C(C)C)cc1)c1ccccc1,,,150,300,1100,,http://www.sciencedirect.com/science/article/pii/S0032386110000510,MSA Membrane Database
*/C(=C(\*)c1ccc(C(C)(C)C)cc1)c1ccccc1,,,360,820,3000,,http://www.sciencedirect.com/science/article/pii/S0032386110000510,MSA Membrane Database
*/C(=C(\*)c1ccc(CCCC)cc1)c1ccccc1,,,11,37,160,,http://www.sciencedirect.com/science/article/pii/S0032386110000510,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)CC2(C)C)c1ccccc1,11200,24800,11600,14400,38700,29100,http://dx.doi.org/10.1039/B712327B,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)C(C)(C)C2(C)C)c1ccccc1,10100,23200,10000,12500,35100,24200,http://dx.doi.org/10.1039/B712327B,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)CCC2(C)C)c1ccccc1,3500,7700,2700,3900,11400,6600,http://dx.doi.org/10.1039/B712327B,MSA Membrane Database
*/C(C)=C(\*)[Si](C)(C)C,9700,25000,11700,14800,47000,30000,http://dx.doi.org/10.1039/B712327B,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)CC2(C)C)c1ccc(F)cc1,15800,33300,15600,17900,47000,34300,http://dx.doi.org/10.1021/ma801845g,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)CC2(C)C)c1cccc(F)c1,12800,27000,12000,14300,35200,27800,http://dx.doi.org/10.1021/ma801845g,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)CC2(C)C)c1ccc(F)c(F)c1,17800,36800,16600,18700,44200,35000,http://dx.doi.org/10.1021/ma801845g,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)CC2(C)C)c1cc(F)cc(F)c1,13700,28500,13100,15200,36100,29100,http://dx.doi.org/10.1021/ma801845g,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)CC2(C)C)c1ccc(Cl)cc1,9300,20600,9200,11700,35200,22700,http://dx.doi.org/10.1021/ma801845g,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)CC2(C)C)c1ccc(Br)cc1,9200,20700,9200,11400,32800,22400,http://dx.doi.org/10.1021/ma801845g,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)CC2(C)C)c1ccc(C)cc1,5000,10800,4100,5700,16900,10100,http://dx.doi.org/10.1021/ma801845g,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)CC2(C)C)c1ccccc1,10500,24100,10400,12900,36400,25200,http://dx.doi.org/10.1021/ma801845g,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)CCC2)c1ccc([Si](C)(C)C)cc1,530,1100,170,450,2000,470,http://dx.doi.org/10.1021/ma801845g,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)CCC2)c1ccccc1,200,360,30,86,390,60,http://dx.doi.org/10.1021/ma801845g,MSA Membrane Database
*/C(=C(\*)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1)c1ccccc1,260,580,95,260,1600,260,http://www.sciencedirect.com/science/article/pii/S0032386110001345,MSA Membrane Database
*/C(=C(\*)c1ccc(-c2ccccc2)cc1)c1ccccc1,200,440,65,180,1300,170,http://www.sciencedirect.com/science/article/pii/S0032386110001345,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccccc1,1100,2500,870,1300,4900,2300,http://www.sciencedirect.com/science/article/pii/S0032386110001345,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccccc1,890,2000,420,830,3400,940,http://www.sciencedirect.com/science/article/pii/S0032386110001345,MSA Membrane Database
*/C(=C(\*)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1)c1ccccc1,170,330,46,130,840,120,http://www.sciencedirect.com/science/article/pii/S0032386110001345,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C1(CC1)c1ccccc1-2)c1ccccc1,600,1400,300,660,3200,810,http://www.sciencedirect.com/science/article/pii/S0032386110001345,MSA Membrane Database
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccccc1,3200,8100,3300,4800,17000,9100,http://www.sciencedirect.com/science/article/pii/S0032386110001345,MSA Membrane Database
*/C(=C(\*)c1ccc(C(C)(C)C)cc1)c1ccccc1,,,1500,2600,9400,,http://dx.doi.org/10.1002/pola.23687,MSA Membrane Database
*/C(=C(\*)c1ccc([Si](C)(C)C)cc1)c1ccccc1,,,550,1200,4600,,http://dx.doi.org/10.1002/pola.23687,MSA Membrane Database
*/C(=C(/*)c1ccc([Si](C(C)C)(C(C)C)C(C)C)cc1)c1ccccc1,420,740,170,350,1300,390,http://dx.doi.org/10.1002/(SICI)1099-0488(20000601)38:11%3C1474::AID-POLB70%3E3.0.CO;2-6,MSA Membrane Database
*CC(C)O*,41,42,11,28,190,34,http://www.sciencedirect.com/science/article/pii/S037673881000877X,MSA Membrane Database
*CCCCO*,35,37,9.2,22,170,25,http://www.sciencedirect.com/science/article/pii/S037673881000877X,MSA Membrane Database
*CCCCO*,28,35,8.5,21,170,20,http://www.sciencedirect.com/science/article/pii/S037673881000877X,MSA Membrane Database
*CCO*,10,12,2.4,8,69,9.1,http://www.sciencedirect.com/science/article/pii/S037673881000877X,MSA Membrane Database
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,8,,0.1,0.61,2.7,0.059,http://www.sciencedirect.com/science/article/pii/S0376738800850681,MSA Membrane Database
*c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,9.4,,0.2,0.98,4,0.093,http://www.sciencedirect.com/science/article/pii/S0376738800850681,MSA Membrane Database
*c1ccc(C(C)(C)c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,37.1,17,1.5,7.1,27,0.9,http://www.sciencedirect.com/science/article/pii/S0376738800850681,MSA Membrane Database
*c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,9.4,,0.0526,0.4,1.3,0.0356,http://www.sciencedirect.com/science/article/pii/S0376738800823662,MSA Membrane Database
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(C)(C)c5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,11.8,12.4,0.21,1.1,4.4,0.22,http://www.sciencedirect.com/science/article/pii/003238619190079X,MSA Membrane Database
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(c5ccc(C(=O)c6ccc(*)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)cc1,26.4,22.8,0.44,2.4,8,0.345,http://www.sciencedirect.com/science/article/pii/003238619190079X,MSA Membrane Database
*Oc1ccc(C(c2ccc(Oc3ccc(C(=O)c4ccc(C(c5ccc(C(=O)c6ccc(*)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,42,31.4,0.76,3.7,11.5,0.477,http://www.sciencedirect.com/science/article/pii/003238619190079X,MSA Membrane Database
*Sc1ccc(*)cc1,5.15,,0.046,0.38,1.6,0.066,http://dx.doi.org/10.1002/polb.1993.090311114,MSA Membrane Database
*Oc1c(C)cc(*)cc1C,82.3,,3.5,14.6,65.5,4.1,http://dx.doi.org/10.1002/polb.1993.090311114,MSA Membrane Database
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,32.7,,1.5,7.7,39.9,2.7,http://dx.doi.org/10.1002/polb.1993.090311114,MSA Membrane Database
*Oc1ccc(C(=O)c2ccc(-c3ccc(C(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,8.9,8.9,0.13,0.75,3.3,0.14,http://dx.doi.org/10.1002/polb.1993.090310808,MSA Membrane Database
*CC(O)C*,2.5,,0.015,0.1,0.4,0.019,http://www.sciencedirect.com/science/article/pii/S0376738800823662,MSA Membrane Database
*CC(*)C(=O)OC,12.4,10.6,0.24,1.06,9.58,0.29,http://www.sciencedirect.com/science/article/pii/S0032386101002609,MSA Membrane Database
*CC(*)C(=O)OCC,44,60.4,6.46,19,176,14.9,http://www.sciencedirect.com/science/article/pii/S0032386101002609,MSA Membrane Database
*CC(*)C(=O)OCCCCCCCCCC,57,92.7,19,47.6,261,47.8,http://www.sciencedirect.com/science/article/pii/S0032386101002609,MSA Membrane Database
*CC(*)C(=O)OCCCCCCCCCCCCCC,52.9,96.2,22.1,57.1,297,65.1,http://www.sciencedirect.com/science/article/pii/S0032386101002609,MSA Membrane Database
*CC(*)(C)c1ccccc1,14.5,,0.15,0.82,3,0.14,http://dx.doi.org/10.1002/polb.1989.090271116,MSA Membrane Database
*CC(*)c1ccc(C)cc1,37.1,,1.5,7.2,29.8,2.2,http://dx.doi.org/10.1002/polb.1989.090271116,MSA Membrane Database
*CC(*)c1ccc(OC(C)=O)cc1,18.6,,0.64,3.1,16.3,0.99,http://dx.doi.org/10.1002/polb.1989.090271116,MSA Membrane Database
*CC(*)c1ccc(Cl)cc1,16.4,,0.23,1.2,4.3,0.26,http://dx.doi.org/10.1002/polb.1989.090271116,MSA Membrane Database
*CC(*)c1ccc(F)cc1,34.4,,0.83,4.4,17.2,1.06,http://dx.doi.org/10.1002/polb.1989.090271116,MSA Membrane Database
*CC(*)c1ccc(Br)cc1,16.4,,0.32,1.9,8.5,0.48,http://dx.doi.org/10.1002/polb.1989.090271116,MSA Membrane Database
*CC(*)c1ccc(OC)cc1,15,,0.61,2.6,18.9,0.91,http://dx.doi.org/10.1002/polb.1989.090271116,MSA Membrane Database
*CC(*)c1ccc(C(C)(C)C)cc1,104,,8.4,35.5,140,16.7,http://dx.doi.org/10.1002/polb.1989.090271116,MSA Membrane Database
*CC(*)c1ccc(O)cc1,3.4,,0.015,0.12,,,http://dx.doi.org/10.1002/polb.1989.090271116,MSA Membrane Database
*CC(*)c1ccccc1,22.4,27.7,0.53,2.9,12.4,0.79,http://dx.doi.org/10.1002/1097-4628(20001128)78:9%3C1612::AID-APP60%3E3.0.CO;2-T,MSA Membrane Database
*CC(*)c1ccc([Si](C)(C)C)cc1,117,182,16,56,227,34,http://dx.doi.org/10.1002/1097-4628(20001128)78:9%3C1612::AID-APP60%3E3.0.CO;2-T,MSA Membrane Database
*CC(*)c1ccc(C[Si](C)(C)C)cc1,46,54,14,45,56,7.8,http://dx.doi.org/10.1002/1097-4628(20001128)78:9%3C1612::AID-APP60%3E3.0.CO;2-T,MSA Membrane Database
*CC(*)c1ccc([Si](C)(C)CCC(F)(F)F)cc1,95,109,11.8,38.1,284,22,http://dx.doi.org/10.1002/1097-4628(20001128)78:9%3C1612::AID-APP60%3E3.0.CO;2-T,MSA Membrane Database
*CC(*)[Si](C)(C)c1ccccc1,,,0.45,2.47,12.3,,http://dx.doi.org/10.1002/1097-4628(20001128)78:9%3C1612::AID-APP60%3E3.0.CO;2-T,MSA Membrane Database
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,300,54,135,520,57,http://dx.doi.org/10.1021/ma010355i,MSA Membrane Database
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,82,15,30,130,14,http://dx.doi.org/10.1021/ma010355i,MSA Membrane Database
*CC(*)OC(=O)c1ccc(C)cc1,14.6,,0.339,1.72,6.73,0.417,http://dx.doi.org/10.1002/polb.1992.090300604,MSA Membrane Database
*CC(*)OC(=O)c1ccccc1C,7.06,,0.0859,0.47,2.23,0.115,http://dx.doi.org/10.1002/polb.1992.090300604,MSA Membrane Database
*CC(*)OC(=O)c1cccc(C)c1,8.23,,0.0875,0.496,2.13,0.118,http://dx.doi.org/10.1002/polb.1992.090300604,MSA Membrane Database
*CC(*)OC(=O)c1ccccc1,10.7,,,,6.32,,http://dx.doi.org/10.1002/polb.1992.090300604,MSA Membrane Database
*CC(*)c1ccncc1,12.36,12.64,0.13,0.84,3.31,0.14,http://dx.doi.org/10.1002/(SICI)1099-0488(19991015)37:20%3C2851::AID-POLB5%3E3.0.CO;2-U,MSA Membrane Database
